PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Akinlolu, M; Haupt, TC; Edwards, DJ; Simpeh, F				Akinlolu, Mariam; Haupt, Theo C.; Edwards, David John; Simpeh, Fredrick			A bibliometric review of the status and emerging research trends in construction safety management technologies	INTERNATIONAL JOURNAL OF CONSTRUCTION MANAGEMENT																	Simpeh, Fredrick/AAI-8832-2021	Simpeh, Fredrick/0000-0002-9986-3417												1562-3599	2331-2327															10.1080/15623599.2020.1819584		SEP 2020						WOS:000570273400001						
J	Mayouf, M; Gorges, M; Cox, S				Mayouf, Mohammad; Gorges, Michael; Cox, Sharon			5D BIM: an investigation into the integration of quantity surveyors within the BIM process	JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY																														1726-0531					JUN 3	2019	17	3					537	553		10.1108/JEDT-05-2018-0080								WOS:000476512400004						
J	Son, BY; Lee, EB				Son, Byung-Yun; Lee, Eul-Bum			Using Text Mining to Estimate Schedule Delay Risk of 13 Offshore Oil and Gas EPC Case Studies During the Bidding Process	ENERGIES																		LEE, EUL-BUM/0000-0001-8885-1798												1996-1073					MAY 2	2019	12	10							1956	10.3390/en12101956								WOS:000471016700135						
J	Saka, AB; Chan, DWM				Saka, Abdullahi B.; Chan, Daniel W. M.			A Scientometric Review and Metasynthesis of Building Information Modelling (BIM) Research in Africa	BUILDINGS																	Babatunde, Saka Abdullahi/S-2496-2019; CHAN, Daniel WM/O-2825-2014	Babatunde, Saka Abdullahi/0000-0002-3213-9774; CHAN, Daniel WM/0000-0001-8297-3006													2075-5309				APR	2019	9	4							85	10.3390/buildings9040085								WOS:000467496200010						
J	Zhang, F; Fleyeh, H; Wang, XR; Lu, MH				Zhang, Fan; Fleyeh, Hasan; Wang, Xinru; Lu, Minghui			Construction site accident analysis using text mining and natural language processing techniques	AUTOMATION IN CONSTRUCTION																	Fleyeh, Hasan/AAB-6415-2020	Fleyeh, Hasan/0000-0002-1429-2345; zhang, fan/0000-0002-1792-5195												0926-5805	1872-7891				MAR	2019	99						238	248		10.1016/j.autcon.2018.12.016								WOS:000456759400020						
J	Zhao, XB; Zuo, J; Wu, GD; Huang, C				Zhao, Xianbo; Zuo, Jian; Wu, Guangdong; Huang, Can			A bibliometric review of green building research 2000-2016	ARCHITECTURAL SCIENCE REVIEW					4th International Conference on Countermeasures to Urban Heat Island (UHI)	MAY 30-JUN 01, 2016	Natl Univ Singapore, Singapore, SINGAPORE		Natl Univ Singapore								Zhao, Xianbo/H-1540-2017; Huang, Can/N-9205-2016	Zhao, Xianbo/0000-0003-0153-5173; Zuo, Jian/0000-0002-8279-9666; Huang, Can/0000-0002-5159-4908												0003-8628	1758-9622				JAN 2	2019	62	1			SI		74	88		10.1080/00038628.2018.1485548								WOS:000452740700009						
J	Salehi, SA; Yitmen, I				Salehi, Sepehr Alizadeh; Yitmen, Ibrahim			Modeling and analysis of the impact of BIM-based field data capturing technologies on automated construction progress monitoring	INTERNATIONAL JOURNAL OF CIVIL ENGINEERING																	Alizadehsalehi, Sepehr/R-7426-2018	Alizadehsalehi, Sepehr/0000-0003-1567-2590; Yitmen, Ibrahim/0000-0003-4288-9904												1735-0522	2383-3874				DEC	2018	16	12A					1669	1685		10.1007/s40999-018-0320-1								WOS:000447667800002						
J	Zhong, BT; Gan, C; Luo, HB; Xing, XJ				Zhong, Botao; Gan, Chen; Luo, Hanbin; Xing, Xuejiao			Ontology-based framework for building environmental monitoring and compliance checking under BIM environment	BUILDING AND ENVIRONMENT																	Hanbin, Luo/AAH-7441-2019; li, chengqian/AAH-7343-2019; zhong, botao/AAH-3781-2019													0360-1323	1873-684X				AUG 15	2018	141						127	142		10.1016/j.buildenv.2018.05.046								WOS:000440529400012						
J	Farghaly, K; Abanda, FH; Vidalakis, C; Wood, G				Farghaly, Karim; Abanda, Fonbeyin Henry; Vidalakis, Christos; Wood, Graham			Taxonomy for BIM and Asset Management Semantic Interoperability	JOURNAL OF MANAGEMENT IN ENGINEERING																		Farghaly, Karim/0000-0003-0717-7434												0742-597X	1943-5479				JUL	2018	34	4							04018012	10.1061/(ASCE)ME.1943-5479.0000610								WOS:000432571400002						
J	Li, K; Rollins, J; Yan, E				Li, Kai; Rollins, Jason; Yan, Erjia			Web of Science use in published research and review papers 1997-2017: a selective, dynamic, cross-domain, content-based analysis	SCIENTOMETRICS																	Yan, Erjia/E-7887-2011; Li, Kai/N-3209-2013	Yan, Erjia/0000-0002-0365-9340; Li, Kai/0000-0002-7264-365X; Rollins, Jason/0000-0001-6201-1133												0138-9130	1588-2861				APR	2018	115	1					1	20		10.1007/s11192-017-2622-5								WOS:000426807700001	29527070					
J	Chavarro, D; Rafols, I; Tang, P				Chavarro, Diego; Rafols, Ismael; Tang, Puay			To what extent is inclusion in the Web of Science an indicator of journal 'quality'?	RESEARCH EVALUATION																	Rafols, Ismael/D-1509-2009	Rafols, Ismael/0000-0002-6527-7778; Chavarro, Diego/0000-0001-9116-0891												0958-2029	1471-5449				APR	2018	27	2					106	118		10.1093/reseval/rvy001								WOS:000429473200006						
J	Sajovic, I; Tomc, HG; Boh Podgornik, B				Sajovic, Irena; Tomc, Helena Gabrijelcic; Boh Podgornik, Bojana			Bibliometric study and mapping of a journal in the field of visualization and computer graphics	COLLNET JOURNAL OF SCIENTOMETRICS AND INFORMATION MANAGEMENT																	Podgornik, Bojana Boh/U-7784-2019; Sajovic, Irena/ABA-8957-2020													0973-7766	2168-930X					2018	12	2					263	287		10.1080/09737766.2018.1453677								WOS:000451984800007						
J	Nasila, M; Cloete, C				Nasila, Mutonyi; Cloete, Chris			Adoption of Building Information Modelling in the construction industry in Kenya	ACTA STRUCTILIA																	Cloete, Chris/ABF-3729-2021													1023-0564	2415-0487					2018	25	2					1	38		10.18820/24150487/as25i2.1								WOS:000452512100001						
J	Ganbat, T; Chong, HY; Liao, PC; Wu, YD				Ganbat, Tsenguun; Chong, Heap-Yih; Liao, Pin-Chao; Wu, You-Di			A Bibliometric Review on Risk Management and Building Information Modeling for International Construction	ADVANCES IN CIVIL ENGINEERING																	Chong, Heap-Yih/M-8354-2017; Liao, Pin-chao/Z-2825-2019; Liao, Pin-Chao/Z-3750-2019	Chong, Heap-Yih/0000-0002-6080-7530; Liao, Pin-Chao/0000-0001-6927-9204												1687-8086	1687-8094					2018	2018								8351679	10.1155/2018/8351679								WOS:000429712900001						
J	Santos, R; Costa, AA; Grilo, A				Santos, Ruben; Costa, Antonio A.; Grilo, Antonio			Bibliometric analysis and review of Building Information Modelling literature published between 2005 and 2015	AUTOMATION IN CONSTRUCTION																	Grilo, Antonio C. B./A-5091-2013; Santos, Ruben/F-1284-2014; Costa, Antonio Aguiar/G-2467-2010	Grilo, Antonio C. B./0000-0002-6045-9994; Santos, Ruben/0000-0001-8300-1516; Costa, Antonio Aguiar/0000-0002-5123-4451												0926-5805	1872-7891				AUG	2017	80						118	136		10.1016/j.autcon.2017.03.005								WOS:000401218900010						
J	Ghaffarianhoseini, A; Tookey, J; Ghaffarianhoseini, A; Naismith, N; Azhar, S; Efimova, O; Raahemifar, K				Ghaffarianhoseini, Ali; Tookey, John; Ghaffarianhoseini, Amirhosein; Naismith, Nicola; Azhar, Salman; Efimova, Olia; Raahemifar, Kaamran			Building Information Modelling (BIM) uptake: Clear benefits, understanding its implementation, risks and challenges	RENEWABLE & SUSTAINABLE ENERGY REVIEWS																	Azhar, Salman/J-6438-2014	GhaffarianHoseini, Ali/0000-0002-0787-8399												1364-0321					AUG	2017	75						1046	1053		10.1016/j.rser.2016.11.083								WOS:000401395000084						
J	Liu, Y; Van Nederveen, S; Hertogh, M				Liu, Yan; Van Nederveen, Sander; Hertogh, Marcel			Understanding effects of BIM on collaborative design and construction: An empirical study in China	INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT																	Liu, Yan/H-4315-2019; Jeong, Yongwook/N-7413-2016	Liu, Yan/0000-0001-8706-6712; van Nederveen, Sander/0000-0002-9623-3364												0263-7863	1873-4634				MAY	2017	35	4					686	698		10.1016/j.ijproman.2016.06.007								WOS:000399862900012						
J	Xiang, CY; Wang, Y; Liu, HW				Xiang, Cuiyun; Wang, Yuan; Liu, Huiwen			A scientometrics review on nonpoint source pollution research	ECOLOGICAL ENGINEERING																														0925-8574	1872-6992				FEB	2017	99						400	408		10.1016/j.ecoleng.2016.11.028								WOS:000391838600045						
J	Olawumi, TO; Chan, DWM; Wong, JKW				Olawumi, Timothy O.; Chan, Daniel W. M.; Wong, Johnny K. W.			EVOLUTION IN THE INTELLECTUAL STRUCTURE OF BIM RESEARCH: A BIBLIOMETRIC ANALYSIS	JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT																	Olawumi, Timothy O./D-9720-2016; CHAN, Daniel WM/O-2825-2014	Olawumi, Timothy O./0000-0003-3380-4702; CHAN, Daniel WM/0000-0001-8297-3006												1392-3730	1822-3605					2017	23	8					1060	1081		10.3846/13923730.2017.1374301								WOS:000419971800008						
C	Ahuja, R; Sawhney, A; Arif, M		Hajdu, M; Skibniewski, ME		Ahuja, Ritu; Sawhney, Anil; Arif, Mohammed			Prioritizing BIM Capabilities of an Organization: An Interpretive Structural Modeling Analysis	CREATIVE CONSTRUCTION CONFERENCE 2017, CCC 2017	Procedia Engineering				6th Creative Construction Conference (CCC)	JUN 19-22, 2017	Primosten, CROATIA										Sawhney, Anil/K-7519-2013; Sawhney, Anil/AAQ-6168-2020	Sawhney, Anil/0000-0002-4988-4893; Sawhney, Anil/0000-0002-4988-4893												1877-7058						2017	196						2	10		10.1016/j.proeng.2017.07.166								WOS:000418465300001						
J	Fonseca, BDFE; Sampaio, RB; Fonseca, MVD; Zicker, F				Fonseca e Fonseca, Bruna de Paula; Sampaio, Ricardo Barros; de Araujo Fonseca, Marcus Vinicius; Zicker, Fabio			Co-authorship network analysis in health research: method and potential use	HEALTH RESEARCH POLICY AND SYSTEMS																	Sampaio, Ricardo Barros/U-4977-2019; de Araujo Fonseca, Marcus Vinicius/AAF-5791-2019; Zicker, Fabio/I-4138-2012	de Araujo Fonseca, Marcus Vinicius/0000-0001-6177-1966; Zicker, Fabio/0000-0002-9751-7430; Fonseca, Bruna de Paula/0000-0002-8795-2578												1478-4505					APR 30	2016	14								34	10.1186/s12961-016-0104-5								WOS:000375194800001	27138279					
J	Smiraglia, RP				Smiraglia, Richard P.			Domain Analysis of Domain Analysis for Knowledge Organization: Observations on an Emergent Methodological Cluster	KNOWLEDGE ORGANIZATION																														0943-7444						2015	42	8					602	611										WOS:000209927200007						
J	Hanisch, B; Wald, A				Hanisch, Bastian; Wald, Andreas			A Bibliometric View on the Use of Contingency Theory in Project Management Research	PROJECT MANAGEMENT JOURNAL																	Wald, Andreas/J-2873-2019	Wald, Andreas/0000-0002-0034-3535												8756-9728	1938-9507				JUN	2012	43	3					4	23		10.1002/pmj.21267								WOS:000303999200002						
J	van Eck, NJ; Waltman, L				van Eck, Nees Jan; Waltman, Ludo			Software survey: VOSviewer, a computer program for bibliometric mapping	SCIENTOMETRICS																	White, Howard D/A-7034-2009; Waltman, Ludo/B-5561-2008; van Eck, Nees Jan/B-6042-2008	Waltman, Ludo/0000-0001-8249-1752; van Eck, Nees Jan/0000-0001-8448-4521												0138-9130	1588-2861				AUG	2010	84	2					523	538		10.1007/s11192-009-0146-3								WOS:000278695500019	20585380					
C	Ham, NH; Min, KM; Kim, JH; Lee, YS; Kim, JJ			IEEE COMPUTER SOC	Ham, Nam-Hyuk; Min, Kyung-Min; Kim, Ju-Hyung; Lee, Yoon-Sun; Kim, Jae-Jun			A Study on Application of BIM(Building Information Modeling) to Pre-design in Construction Project	THIRD 2008 INTERNATIONAL CONFERENCE ON CONVERGENCE AND HYBRID INFORMATION TECHNOLOGY, VOL 1, PROCEEDINGS					3rd International Conference on Convergence and Hybrid Information Technology (ICCIT 2008)	NOV 11-13, 2008	Busan, SOUTH KOREA																									978-0-7695-3407-7				2008							42	+		10.1109/ICCIT.2008.190								WOS:000262290400007						
J	Melin, G; Persson, O				Melin, G; Persson, O			Studying research collaboration using co-authorships	SCIENTOMETRICS																	Persson, Olle/A-8708-2011; Lundgren, Maritha/A-8846-2011													0138-9130					JUL-AUG	1996	36	3					363	377		10.1007/BF02129600								WOS:A1996VG50500006						
J	PRITCHARD, A				PRITCHARD, A			STATISTICAL BIBLIOGRAPHY OR BIBLIOMETRICS	JOURNAL OF DOCUMENTATION																														0022-0418	1758-7379					1969	25	4					348	+										WOS:A1969F015300009						
