J	Bolton, RN; McColl-Kennedy, JR; Cheung, L; Gallan, A; Orsingher, C; Witell, L; Zaki, M				Bolton, Ruth N.; McColl-Kennedy, Janet R.; Cheung, Lilliemay; Gallan, Andrew; Orsingher, Chiara; Witell, Lars; Zaki, Mohamed			Customer experience challenges: bringing together digital, physical and social realms	JOURNAL OF SERVICE MANAGEMENT																	Bolton, Ruth N/A-3465-2008; Zaki, Mohamed/W-5494-2019; McColl-Kennedy, Janet R/J-8472-2013; Witell, Lars/Q-4689-2016	Zaki, Mohamed/0000-0003-0264-2691; McColl-Kennedy, Janet R/0000-0003-1536-1194; Witell, Lars/0000-0002-6589-8662; Bolton, Ruth/0000-0001-7328-4102												1757-5818	1757-5826					2018	29	5			SI		776	808		10.1108/JOSM-04-2018-0113								WOS:000449487800002						
J	Zhao, Y; Song, XC; Wang, Y; Zhao, JN; Zhu, K				Zhao, Yu; Song, Xiaocheng; Wang, Yan; Zhao, Jianing; Zhu, Kai			Seasonal patterns of PM10, PM2.5, and PM1.0 concentrations in a naturally ventilated residential underground garage	BUILDING AND ENVIRONMENT																														0360-1323	1873-684X				NOV 1	2017	124						294	314		10.1016/j.buildenv.2017.08.014								WOS:000412252400023						
J	Lu, YY; Zhu, MY; Bai, B; Chi, C; Yu, SK; Teliewubai, J; Xu, H; Wang, K; Xiong, J; Zhou, YW; Ji, HW; Fan, XM; Yu, XJ; Li, J; Blacher, J; Zhang, Y; Xu, YW				Lu, Yuyan; Zhu, Mengyun; Bai, Bin; Chi, Chen; Yu, Shikai; Teliewubai, Jiadela; Xu, Henry; Wang, Kai; Xiong, Jing; Zhou, Yiwu; Ji, Hongwei; Fan, Ximin; Yu, Xuejing; Li, Jue; Blacher, Jacques; Zhang, Yi; Xu, Yawei			Comparison of Carotid-Femoral and Brachial-Ankle Pulse-Wave Velocity in Association With Target Organ Damage in the Community-Dwelling Elderly Chinese: The Northern Shanghai Study	JOURNAL OF THE AMERICAN HEART ASSOCIATION																	Yu, Shikai/J-4520-2019; Zhang, Yi/ABD-4822-2020	Yu, Shikai/0000-0003-4879-0489; Ji, Hongwei/0000-0003-3657-4666												2047-9980					FEB	2017	6	2							e004168	10.1161/JAHA.116.004168								WOS:000413896000016	28219916					
C	Negri, E; Fumagalli, L; Macchi, M		Pellicciari, M; Peruzzini, M		Negri, Elisa; Fumagalli, Luca; Macchi, Marco			A review of the roles of Digital Twin in CPS-based production systems	27TH INTERNATIONAL CONFERENCE ON FLEXIBLE AUTOMATION AND INTELLIGENT MANUFACTURING, FAIM2017	Procedia Manufacturing				27th International Conference on Flexible Automation and Intelligent Manufacturing (FAIM)	JUN 27-30, 2017	Modena, ITALY										Negri, Elisa/AAE-7638-2020	Negri, Elisa/0000-0002-0006-7497												2351-9789						2017	11						939	948		10.1016/j.promfg.2017.07.198								WOS:000419072100109						
J	Gokuc, YT; Arditi, D				Gokuc, Yeliz Tulubas; Arditi, David			Adoption of BIM in architectural design firms	ARCHITECTURAL SCIENCE REVIEW																	Arditi, David/AAF-4608-2021; Gokuc, Yeliz Tulubas/S-2426-2017	Arditi, David/0000-0002-1580-324X; 												0003-8628	1758-9622					2017	60	6					483	492		10.1080/00038628.2017.1383228								WOS:000416690100006						
J	Romero, D; Vernadat, F				Romero, David; Vernadat, Francois			Enterprise information systems state of the art: Past, present and future trends	COMPUTERS IN INDUSTRY																	Romero, David/AAJ-4257-2020; Vernadat, Francois/AAE-7973-2021; Furtado, Kássia/AAU-5007-2020	Romero, David/0000-0003-3610-0751; 												0166-3615	1872-6194				JUN	2016	79				SI		3	13		10.1016/j.compind.2016.03.001								WOS:000376547200002						
J	Monostori, L; Kadar, B; Bauernhansl, T; Kondoh, S; Kumara, S; Reinhart, G; Sauer, O; Schuh, G; Sihn, W; Ueda, K				Monostori, L.; Kadar, B.; Bauernhansl, T.; Kondoh, S.; Kumara, S.; Reinhart, G.; Sauer, O.; Schuh, G.; Sihn, W.; Ueda, K.			Cyber-physical systems in manufacturing	CIRP ANNALS-MANUFACTURING TECHNOLOGY					66th General Assembly of the International-Academy-for-Production-Engineering (CIRP)	AUG 21-27, 2016	Guimaraes, PORTUGAL	Int Acad Prod Engn									Kondoh, Shinsuke/H-2041-2017; Bauernhansl, Thomas/ABH-6798-2020	Kondoh, Shinsuke/0000-0002-5386-4887; Bauernhansl, Thomas/0000-0001-5768-2055												0007-8506	1726-0604					2016	65	2					621	641		10.1016/j.cirp.2016.06.005								WOS:000383928800004						
J	Giel, B; Issa, RRA				Giel, Brittany; Issa, Raja R. A.			Framework for Evaluating the BIM Competencies of Facility Owners	JOURNAL OF MANAGEMENT IN ENGINEERING																														0742-597X	1943-5479				JAN	2016	32	1							04015024	10.1061/(ASCE)ME.1943-5479.0000378								WOS:000366650000007						
J	Holmstrom, J; Singh, V; Framling, K				Holmstrom, Jan; Singh, Vishal; Framling, Kary			BIM as Infrastructure in a Finnish HVAC Actor Network: Enabling Adoption, Reuse, and Recombination over a Building Life Cycle and between Projects	JOURNAL OF MANAGEMENT IN ENGINEERING																	Singh, Vishal/AAW-4386-2020; Holmström, Jan B/E-7230-2012; Främling, Kary Å/G-2222-2013	Singh, Vishal/0000-0001-6878-4081; Holmström, Jan B/0000-0002-2596-0337; Främling, Kary Å/0000-0002-8078-5172												0742-597X	1943-5479				JAN	2015	31	1			SI				A4014006	10.1061/(ASCE)ME.1943-5479.0000305								WOS:000346341900005						
J	Cerovsek, T				Cerovsek, Tomo			A review and outlook for a 'Building Information Model' (BIM): A multi-standpoint framework for technological development	ADVANCED ENGINEERING INFORMATICS																	Jeong, Yongwook/N-7413-2016													1474-0346	1873-5320				APR	2011	25	2					224	244		10.1016/j.aei.2010.06.003								WOS:000290193700011						
J	Harrison, C; Eckman, B; Hamilton, R; Hartswick, P; Kalagnanam, J; Paraszczak, J; Williams, P				Harrison, C.; Eckman, B.; Hamilton, R.; Hartswick, P.; Kalagnanam, J.; Paraszczak, J.; Williams, P.			Foundations for Smarter Cities	IBM JOURNAL OF RESEARCH AND DEVELOPMENT																	kalagnanam, jayant/AAD-6069-2019													0018-8646	2151-8556				JUL-AUG	2010	54	4							1	10.1147/JRD.2010.2048257								WOS:000208259300006						
J	Chen, D; Doumeingts, G; Vernadat, F				Chen, David; Doumeingts, Guy; Vernadat, Francois			Architectures for enterprise integration and interoperability: Past, present and future	COMPUTERS IN INDUSTRY																	Vernadat, Francois/AAE-7973-2021													0166-3615					SEP	2008	59	7					647	659		10.1016/j.compind.2007.12.016								WOS:000258367700003						
J	Kim, SR; Dominici, F; Buckley, TJ				Kim, Sung R.; Dominici, Francesca; Buckley, Timothy J.			Concentrations of vehicle-related air pollutants in an urban parking garage	ENVIRONMENTAL RESEARCH																	Buckley, Timothy/AAS-7516-2021													0013-9351	1096-0953				NOV	2007	105	3					291	299		10.1016/j.envres.2007.05.019								WOS:000250860700001	17716646					
J	Modic, J				Modic, J			Carbon monoxide and COHb concentration in blood in various circumstances	ENERGY AND BUILDINGS																														0378-7788					OCT	2003	35	9					903	907		10.1016/S0378-7788(03)00022-7								WOS:000184866900005						
J	Papakonstantinou, K; Chaloulakou, A; Duci, A; Vlachakis, N; Markatos, N				Papakonstantinou, K; Chaloulakou, A; Duci, A; Vlachakis, N; Markatos, N			Air quality in an underground garage: computational and experimental investigation of ventilation effectiveness	ENERGY AND BUILDINGS																	Markatos, N.C./AAA-1594-2019	Markatos, N.C./0000-0003-1637-8713; Markatos, Nicolas/0000-0003-1239-4273												0378-7788	1872-6178				OCT	2003	35	9					933	940		10.1016/S0378-7788(03)00020-3								WOS:000184866900009						
