PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Chapman, D; Providakis, S; Rogers, C				Chapman, David; Providakis, Stylianos; Rogers, Christopher			BIM for the Underground - An enabler of trenchless construction	UNDERGROUND SPACE																														2096-2754	2467-9674				DEC	2020	5	4					354	361		10.1016/j.undsp.2019.08.001								WOS:000567786600007						
J	Al-Saeed, Y; Parn, E; Edwards, DJ; Scaysbrook, S				Al-Saeed, Yayha; Parn, Erika; Edwards, David John; Scaysbrook, Stephen			A conceptual framework for utilising BIM digital objects (BDO) in manufacturing design and production A case study	JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY																														1726-0531					AUG 10	2019	17	5					960	984		10.1108/JEDT-03-2019-0065								WOS:000483616400007						
J	Parn, EA; Edwards, DJ				Parn, E. A.; Edwards, D. J.			Conceptualising the FinDD API plug-in: A study of BIM-FM integration	AUTOMATION IN CONSTRUCTION																	Jeong, Yongwook/N-7413-2016	Parn, Erika/0000-0002-8124-4263												0926-5805	1872-7891				AUG	2017	80						11	21		10.1016/j.autcon.2017.03.015								WOS:000401218900002						
J	Ghaffarianhoseini, A; Tookey, J; Ghaffarianhoseini, A; Naismith, N; Azhar, S; Efimova, O; Raahemifar, K				Ghaffarianhoseini, Ali; Tookey, John; Ghaffarianhoseini, Amirhosein; Naismith, Nicola; Azhar, Salman; Efimova, Olia; Raahemifar, Kaamran			Building Information Modelling (BIM) uptake: Clear benefits, understanding its implementation, risks and challenges	RENEWABLE & SUSTAINABLE ENERGY REVIEWS																	Azhar, Salman/J-6438-2014	GhaffarianHoseini, Ali/0000-0002-0787-8399												1364-0321					AUG	2017	75						1046	1053		10.1016/j.rser.2016.11.083								WOS:000401395000084						
J	Parn, EA; Edwards, D				Parn, Erika Anneli; Edwards, David			Vision and advocacy of optoelectronic technology developments in the AECO sector	BUILT ENVIRONMENT PROJECT AND ASSET MANAGEMENT																		Parn, Erika/0000-0002-8124-4263												2044-124X	2044-1258					2017	7	3			SI		330	348		10.1108/BEPAM-11-2016-0081								WOS:000406712800008						
J	Mohamed, M; Parn, EA; Edwards, DJ				Mohamed, Marwan; Parn, Erika Anneli; Edwards, David John			Brexit: measuring the impact upon skilled labour in the UK construction industry	INTERNATIONAL JOURNAL OF BUILDING PATHOLOGY AND ADAPTATION																		Parn, Erika/0000-0002-8124-4263												2398-4708						2017	35	3					264	279		10.1108/IJBPA-05-2017-0023								WOS:000410688800005						
J	Edwards, DJ; Parn, E; Love, PED; El-Gohary, H				Edwards, David J.; Parn, Erika; Love, Peter E. D.; El-Gohary, Hatem			Research note: Machinery, manumission, and economic machinations	JOURNAL OF BUSINESS RESEARCH																	El-Gohary, Hatem/AAX-5863-2020; Love, Peter/D-7418-2017	Love, Peter/0000-0002-3239-1304; Parn, Erika/0000-0002-8124-4263; El-Gohary, Hatem/0000-0001-6139-7054												0148-2963	1873-7978				JAN	2017	70						391	394		10.1016/j.jbusres.2016.08.012								WOS:000388053500040						
J	Oesterreich, TD; Teuteberg, F				Thuy Duong Oesterreich; Teuteberg, Frank			Understanding the implications of digitisation and automation in the context of Industry 4.0: A triangulation approach and elements of a research agenda for the construction industry	COMPUTERS IN INDUSTRY																		Oesterreich, Thuy Duong/0000-0002-2988-7165												0166-3615	1872-6194				DEC	2016	83						121	139		10.1016/j.compind.2016.09.006								WOS:000388057700010						
J	Kim, H; Shen, ZH; Kim, I; Kim, K; Stumpf, A; Yu, J				Kim, Hyunjoo; Shen, Zhenhua; Kim, Inhan; Kim, Karam; Stumpf, Annette; Yu, Jungho			BIM IFC information mapping to building energy analysis (BEA) model with manually extended material information	AUTOMATION IN CONSTRUCTION																														0926-5805	1872-7891				AUG	2016	68						183	193		10.1016/j.autcon.2016.04.002								WOS:000379371100016						
J	Wang, Q; Waltman, L				Wang, Qi; Waltman, Ludo			Large-scale analysis of the accuracy of the journal classification systems of Web of Science and Scopus	JOURNAL OF INFORMETRICS																	Qutab, Saima/S-4333-2019; Waltman, Ludo/B-5561-2008	Waltman, Ludo/0000-0001-8249-1752												1751-1577	1875-5879				MAY	2016	10	2					347	364		10.1016/j.joi.2016.02.003								WOS:000377413800003						
J	Belsky, M; Sacks, R; Brilakis, I				Belsky, Michael; Sacks, Rafael; Brilakis, Ioannis			Semantic Enrichment for Building Information Modeling	COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING																	Brilakis, Ioannis/H-5369-2013; Sacks, Rafael/B-1431-2008; Jeong, Yongwook/N-7413-2016	Brilakis, Ioannis/0000-0003-1829-2083; Sacks, Rafael/0000-0001-9427-5053; Belsky, Michael/0000-0001-9557-6456												1093-9687	1467-8667				APR	2016	31	4					261	274		10.1111/mice.12128								WOS:000372177800002						
J	Lee, YC; Eastman, CM; Solihin, W; See, R				Lee, Yong-Cheol; Eastman, Charles M.; Solihin, Wawan; See, Richard			Modularized rule-based validation of a BIM model pertaining to model views	AUTOMATION IN CONSTRUCTION																		Solihin, Wawan/0000-0001-7538-5265												0926-5805	1872-7891				MAR	2016	63						1	11		10.1016/j.autcon.2015.11.006								WOS:000371554000001						
J	Wetzel, EM; Thabet, WY				Wetzel, Eric M.; Thabet, Walid Y.			The use of a BIM-based framework to support safe facility management processes	AUTOMATION IN CONSTRUCTION																		Wetzel, Eric/0000-0002-8692-6685												0926-5805	1872-7891				DEC	2015	60						12	24		10.1016/j.autcon.2015.09.004								WOS:000365065300002						
J	Lee, S; Tae, S; Roh, S; Kim, T				Lee, Sungwoo; Tae, Sungho; Roh, Seungjun; Kim, Taehyung			Green Template for Life Cycle Assessment of Buildings Based on Building Information Modeling: Focus on Embodied Environmental Impact	SUSTAINABILITY																	Tae, Sung Ho/E-8867-2013; Roh, Seungjun/I-2523-2014	Roh, Seungjun/0000-0001-7317-1829; Tae, Sungho/0000-0001-7847-3922												2071-1050					DEC	2015	7	12					16498	16512		10.3390/su71215830								WOS:000367550900044						
J	Kumar, SS; Cheng, JCP				Kumar, Srinath S.; Cheng, Jack C. P.			A BIM-based automated site layout planning framework for congested construction sites	AUTOMATION IN CONSTRUCTION																														0926-5805	1872-7891				NOV	2015	59						24	37		10.1016/j.autcon.2015.07.008								WOS:000362618100002						
J	Lee, YC; Eastman, CM; Lee, JK				Lee, Yong-Cheol; Eastman, Charles M.; Lee, Jin-Kook			Validations for ensuring the interoperability of data exchange of a building information model	AUTOMATION IN CONSTRUCTION																														0926-5805	1872-7891				OCT	2015	58						176	195		10.1016/j.autcon.2015.07.010								WOS:000361578000016						
J	Oh, M; Lee, J; Hong, SW; Jeong, Y				Oh, Minho; Lee, Jaewook; Hong, Seung Wan; Jeong, Yongwook			Integrated system for BIM-based collaborative design	AUTOMATION IN CONSTRUCTION																	Jeong, Yongwook/N-7413-2016	Jeong, Yongwook/0000-0001-6716-6847												0926-5805	1872-7891				OCT	2015	58						196	206		10.1016/j.autcon.2015.07.015								WOS:000361578000017						
J	Wang, J; Li, XH; Zi, YL; Wang, SH; Li, ZL; Zheng, L; Yi, F; Li, SM; Wang, ZL				Wang, Jie; Li, Xiuhan; Zi, Yunlong; Wang, Sihong; Li, Zhaoling; Zheng, Li; Yi, Fang; Li, Shengming; Wang, Zhong Lin			A Flexible Fiber-Based Supercapacitor-Triboelectric-Nanogenerator Power System for Wearable Electronics	ADVANCED MATERIALS																	Li, Zhaoling/H-8096-2017; Yi, Fang/AAY-5186-2020; Wang, Sihong/E-4425-2014; Wang, Jie/D-1863-2009; Zi, Yunlong/ABF-2280-2020; Wang, Zhong Lin/E-2176-2011; Zi, Yunlong/H-9962-2012	Li, Zhaoling/0000-0002-3091-0094; Zi, Yunlong/0000-0002-5133-4057; Wang, Zhong Lin/0000-0002-5530-0380; Zi, Yunlong/0000-0002-5133-4057; Wang, Sihong/0000-0002-3611-0004; Wang, Jie/0000-0003-4470-6171												0935-9648	1521-4095				SEP 2	2015	27	33					4830	4836		10.1002/adma.201501934								WOS:000360721600003	26175123					
J	Wong, JKW; Zhou, J				Wong, Johnny Kwok Wai; Zhou, Jason			Enhancing environmental sustainability over building life cycles through green BIM: A review	AUTOMATION IN CONSTRUCTION																		ZHOU, XIN/0000-0002-1053-5493												0926-5805	1872-7891				SEP	2015	57						156	165		10.1016/j.autcon.2015.06.003								WOS:000360772400013						
J	Costa, G; Madrazo, L				Costa, G.; Madrazo, L.			Connecting building component catalogues with BIM models using semantic technologies: an application for precast concrete components	AUTOMATION IN CONSTRUCTION																	Costa, Gonçal/AAT-8068-2020; COSTA, GONÇAL/M-2302-2014; Jeong, Yongwook/N-7413-2016	Costa, Gonçal/0000-0001-9168-680X; COSTA, GONÇAL/0000-0001-9168-680X; 												0926-5805	1872-7891				SEP	2015	57						239	248		10.1016/j.autcon.2015.05.007								WOS:000360772400021						
J	Jun, H; Lim, N; Kim, M				Jun, Hanjong; Lim, Namgi; Kim, Mikyoung			BIM-based Carbon Dioxide Emission Quantity Assessment Method in Korea	JOURNAL OF ASIAN ARCHITECTURE AND BUILDING ENGINEERING																														1346-7581	1347-2852				SEP	2015	14	3					569	576		10.3130/jaabe.14.569								WOS:000362666300011						
J	Chi, HL; Wang, J; Wang, XY; Truijens, M; Yung, P				Chi, Hung-Lin; Wang, Jun; Wang, Xiangyu; Truijens, Martijn; Yung, Ping			A Conceptual Framework of Quality-Assured Fabrication, Delivery and Installation Processes for Liquefied Natural Gas (LNG) Plant Construction	JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS																	Chi, Hung-Lin/ABF-3055-2020; Wang, Xiangyu/B-6232-2013; Wang, Jun/AAT-2962-2020	Chi, Hung-Lin/0000-0003-0756-4864; Wang, Jun/0000-0003-3384-4050; Wang, Xiangyu/0000-0001-8718-6941; Yung, Ping/0000-0001-9621-4828												0921-0296	1573-0409				AUG	2015	79	3-4			SI		433	448		10.1007/s10846-014-0123-9								WOS:000360311800008						
J	Karan, EP; Irizarry, J				Karan, Ebrahim P.; Irizarry, Javier			Extending BIM interoperability to preconstruction operations using geospatial analyses and semantic web services	AUTOMATION IN CONSTRUCTION																	Jeong, Yongwook/N-7413-2016; Irizarry, Javier/AAC-9460-2019													0926-5805	1872-7891				MAY	2015	53						1	12		10.1016/j.autcon.2015.02.012								WOS:000353848400001						
J	Jiang, YF; Chen, XY; Ding, T; Wang, XF; Zhu, ZN; Su, SW				Jiang, Yun-Fa; Chen, Xue-Yan; Ding, Tao; Wang, Xiao-Feng; Zhu, Zhong-Ning; Su, Su-Wen			Comparative Efficacy and Safety of OADs in Management of GDM: Network Meta-analysis of Randomized Controlled Trials	JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM																														0021-972X	1945-7197				MAY	2015	100	5					2071	2080		10.1210/jc.2014-4403								WOS:000357669000064	25803270					
J	Borrmann, A; Kolbe, TH; Donaubauer, A; Steuer, H; Jubierre, JR; Flurl, M				Borrmann, A.; Kolbe, T. H.; Donaubauer, A.; Steuer, H.; Jubierre, J. R.; Flurl, M.			Multi-Scale Geometric-Semantic Modeling of Shield Tunnels for GIS and BIM Applications	COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING																		Donaubauer, Andreas/0000-0002-4879-3623												1093-9687	1467-8667				APR	2015	30	4					263	281		10.1111/mice.12090								WOS:000351205400003						
J	Lee, HW; Oh, H; Kim, Y; Choi, K				Lee, Hyun Woo; Oh, Hyuntak; Kim, Youngchul; Choi, Kunhee			Quantitative analysis of warnings in building information modeling (BIM)	AUTOMATION IN CONSTRUCTION																	KIM, Youngchul/C-3814-2013; Bagga, Ankit/AAG-8019-2021	KIM, Youngchul/0000-0001-7945-028X; Lee, Hyun Woo/0000-0003-1994-2850												0926-5805	1872-7891				MAR	2015	51						23	31		10.1016/j.autcon.2014.12.007								WOS:000349732500003						
C	Isikdag, U		Rahman, AA; Isikdag, U; Castro, FA		Isikdag, U.			BIM and IoT: A Synopsis from GIS Perspective	ISPRS JOINT INTERNATIONAL GEOINFORMATION CONFERENCE 2015	International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences				ISPRS Joint International Geoinformation Conference	OCT 28-30, 2015	Kuala Lumpur, MALAYSIA	Int Soc Photogrammetry & Remote Sensing									Isikdag, Umit/A-3306-2012	Isikdag, Umit/0000-0002-2660-0106												2194-9034						2015	40-2	W4					33	38		10.5194/isprsarchives-XL-2-W4-33-2015								WOS:000383395300007						
C	McArthur, JJ		Chong, WO; Chang, J; Parrish, K; Berardi, U		McArthur, J. J.			A building information management (BIM) framework and supporting case study for existing building operations, maintenance and sustainability	DEFINING THE FUTURE OF SUSTAINABILITY AND RESILIENCE IN DESIGN, ENGINEERING AND CONSTRUCTION	Procedia Engineering				Defining the Future of Sustainability and Resilience in Design, Engineering and Construction	MAY 10-13, 2015	Chicago, CA	ASCE, ICSDEC										McArthur, Jennifer/0000-0001-5079-4564												1877-7058						2015	118						1104	1111		10.1016/j.proeng.2015.08.450								WOS:000380430700128						
C	Zhou, KL; Liu, TG; Zhou, LF		Tang, Z; Du, J; Yin, S; He, L; Li, R		Zhou, Keliang; Liu, Taigang; Zhou, Lifeng			Industry 4.0: Towards Future Industrial Opportunities and Challenges	2015 12TH INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS AND KNOWLEDGE DISCOVERY (FSKD)					12th International Conference on Fuzzy Systems and Knowledge Discovery (FSKD)	AUG 15-17, 2015	Zhangjiajie, PEOPLES R CHINA	IEEE, IEEE Circuits & Syst Soc, Hunan U, Jishou U																								978-1-4673-7682-2				2015							2147	2152										WOS:000380521700382						
J	Ding, ZK; Zuo, J; Wu, JC; Wang, JY				Ding, Zhikun; Zuo, Jian; Wu, Jinchuang; Wang, J. Y.			Key factors for the BIM adoption by architects: a China study	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																	Zuo, Jian/M-3223-2016	Zuo, Jian/0000-0002-8279-9666												0969-9988	1365-232X					2015	22	6					732	748		10.1108/ECAM-04-2015-0053								WOS:000369434200008						
J	Malsane, S; Matthews, J; Lockley, S; Love, PED; Greenwood, D				Malsane, Sagar; Matthews, Jane; Lockley, Steve; Love, Peter E. D.; Greenwood, David			Development of an object model for automated compliance checking	AUTOMATION IN CONSTRUCTION																	Love, Peter/D-7418-2017; Matthews, Jane/M-6968-2017	Love, Peter/0000-0002-3239-1304; Matthews, Jane/0000-0003-3367-9278												0926-5805	1872-7891				JAN	2015	49		A				51	58		10.1016/j.autcon.2014.10.004								WOS:000347578800005						
J	Baum, F; MacDougall, C; Smith, D				Baum, Fran; MacDougall, Colin; Smith, Danielle			Participatory action research	JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH																	Greiver, Michelle/N-8764-2015; Blewett, Verna L/A-5270-2012; Lane, Rod/Q-7283-2019; Baum, Fran/AAJ-1896-2021	Greiver, Michelle/0000-0001-8957-0285; Lane, Rod/0000-0002-7436-3424; Baum, Fran/0000-0002-2294-1368; MacDougall, Colin/0000-0002-1270-6823												0143-005X	1470-2738				OCT	2006	60	10					854	857		10.1136/jech.2004.028662								WOS:000240495000008	16973531					
