PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Nieto-Julian, JE; Anton, D; Moyano, JJ				Nieto-Julian, Juan Enrique; Anton, Daniel; Moyano, Juan Jose			Implementation and Management of Structural Deformations into Historic Building Information Models	INTERNATIONAL JOURNAL OF ARCHITECTURAL HERITAGE																	Antón, Daniel/F-5206-2015; Campos, Juan José JJ Moyano/G-4579-2015; JULIAN, ENRIQUE NIETO/ABB-9380-2020	Antón, Daniel/0000-0002-4267-2433; Campos, Juan José JJ Moyano/0000-0002-2186-6159; JULIAN, ENRIQUE NIETO/0000-0002-1413-3811												1558-3058	1558-3066				OCT 20	2020	14	9					1384	1397		10.1080/15583058.2019.1610523								WOS:000570237700008						
C	Dore, C; Murphy, M		Hayes, J; Ouimet, C; Quintero, MS; Fai, S; Smith, L		Dore, C.; Murphy, M.			CURRENT STATE OF THE ART HISTORIC BUILDING INFORMATION MODELLING	ICOMOS/ISPRS INTERNATIONAL SCIENTIFIC COMMITTEE ON HERITAGE DOCUMENTATION (CIPA) 26TH INTERNATIONAL CIPA SYMPOSIUM - DIGITAL WORKFLOWS FOR HERITAGE CONSERVATION	International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences				26th International Symposium of ICOMOS/ISPRS-International-Scientific-Committee-on-Heritage-Documentation (CIPA) on Digital Workflows for Heritage Conservation	AUG 28-SEP 01, 2017	Ottawa, CANADA	ICOMOS ISPRS Int Sci Comm Heritage Documentat, Int Soc Photogrammetry & Remote Sensing																						2194-9034						2017	42-2	W5					185	192		10.5194/isprs-archives-XLII-2-W5-185-2017								WOS:000426801500028						
C	Albourae, AT; Armenakis, C; Kyan, M		Hayes, J; Ouimet, C; Quintero, MS; Fai, S; Smith, L		Albourae, A. T.; Armenakis, C.; Kyan, M.			ARCHITECTURAL HERITAGE VISUALIZATION USING INTERACTIVE TECHNOLOGIES	ICOMOS/ISPRS INTERNATIONAL SCIENTIFIC COMMITTEE ON HERITAGE DOCUMENTATION (CIPA) 26TH INTERNATIONAL CIPA SYMPOSIUM - DIGITAL WORKFLOWS FOR HERITAGE CONSERVATION	International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences				26th International Symposium of ICOMOS/ISPRS-International-Scientific-Committee-on-Heritage-Documentation (CIPA) on Digital Workflows for Heritage Conservation	AUG 28-SEP 01, 2017	Ottawa, CANADA	ICOMOS ISPRS Int Sci Comm Heritage Documentat, Int Soc Photogrammetry & Remote Sensing																						2194-9034						2017	42-2	W5					7	13		10.5194/isprs-archives-XLII-2-W5-7-2017								WOS:000426801500002						
C	Rodriguez-Gonzalvez, P; Munoz-Nieto, AL; del Pozo, S; Sanchez-Aparicio, LJ; Gonzalez-Aguilera, D; Micoli, L; Barsanti, SG; Guidi, G; Mills, J; Fieber, K; Haynes, I; Hejmanowska, B		Aguilera, D; Georgopoulos, A; Kersten, T; Remondino, F; Stathopoulou, E		Rodriguez-Gonzalvez, Pablo; Luis Munoz-Nieto, Angel; del Pozo, Susana; Sanchez-Aparicio, Luis Javier; Gonzalez-Aguilera, Diego; Micoli, Laura; Barsanti, Sara Gonizzi; Guidi, Gabriele; Mills, Jon; Fieber, Karolina; Haynes, Ian; Hejmanowska, Beata			4D RECONSTRUCTION AND VISUALIZATION OF CULTURAL HERITAGE: ANALYZING OUR LEGACY THROUGH TIME	3D VIRTUAL RECONSTRUCTION AND VISUALIZATION OF COMPLEX ARCHITECTURES	International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences				Conference on 3D Virtual Reconstruction and Visualization of Complex Architectures	MAR 01-03, 2017	Nafplio, GREECE	Int Soc Photogrammetry & Remote Sensing									Guidi, Gabriele/D-8011-2011; Aparicio, Luis Javier Sánchez/K-4488-2017; Mills, Jon/H-7444-2013; Rodríguez-Gonzálvez, Pablo/H-8820-2015; Del Pozo Aguilera, Susana/L-2011-2017; Gonizzi Barsanti, Sara/F-7532-2017	Guidi, Gabriele/0000-0002-8857-0096; Aparicio, Luis Javier Sánchez/0000-0001-6758-2234; Mills, Jon/0000-0001-5304-7935; Rodríguez-Gonzálvez, Pablo/0000-0002-2657-813X; Del Pozo Aguilera, Susana/0000-0003-4869-3742; Hejmanowska, Beata/0000-0003-0230-8386; Gonizzi Barsanti, Sara/0000-0002-7650-1616; Gonzalez-Aguilera, Diego/0000-0002-8949-4216												2194-9034						2017	42-2	W3					609	616		10.5194/isprs-archives-XLII-2-W3-609-2017								WOS:000406399800084						
C	Banfi, F; Barazzetti, L; Previtali, M; Roncoroni, F		Tucci, G; Bonora, V		Banfi, F.; Barazzetti, L.; Previtali, M.; Roncoroni, F.			HISTORIC BIM: A NEW REPOSITORY FOR STRUCTURAL HEALTH MONITORING	GEOMATICS & RESTORATION - CONSERVATION OF CULTURAL HERITAGE IN THE DIGITAL ERA	International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences				1st International Conference on Geomatics and Restoration - Conservation of Cultural Heritage in the Digital Era	MAY 22-24, 2017	Florence, ITALY	Acad Assoc Topog & Cartog, Acad Assoc Architectural Restorat, Italian Geog Mil Inst										banfi, fabrizio/0000-0002-5193-0043; BARAZZETTI, LUIGI/0000-0002-7859-8677												1682-1750	2194-9034					2017	42-5	W1					269	274		10.5194/isprs-archives-XLII-5-W1-269-2017								WOS:000568504400035						
J	Bo, E; Astolfi, A; Pellegrino, A; Pelegrin-Garcia, D; Puglisi, GE; Shtrepi, L; Rychtarikova, M				Bo, Elena; Astolfi, Arianna; Pellegrino, Anna; Pelegrin-Garcia, David; Puglisi, Giuseppina Emma; Shtrepi, Louena; Rychtarikova, Monika			The modern use of ancient theatres related to acoustic and lighting requirements: Stage design guidelines for the Greek theatre of Syracuse	ENERGY AND BUILDINGS																	Rychtarikova, Monika/B-3445-2017; Pelegrin Garcia, David/G-5628-2013; PUGLISI, GIUSEPPINA EMMA/O-4453-2017	Rychtarikova, Monika/0000-0001-5678-7218; Pelegrin Garcia, David/0000-0002-2170-8134; Shtrepi, Louena/0000-0002-0794-9695; PUGLISI, GIUSEPPINA EMMA/0000-0002-8935-693X; Pellegrino, Anna/0000-0001-8779-4613												0378-7788	1872-6178				MAY 15	2015	95				SI		106	115		10.1016/j.enbuild.2014.12.037								WOS:000355886300016						
C	Wang, C; Cho, YK		Chong, WO; Chang, J; Parrish, K; Berardi, U		Wang, Chao; Cho, Yong K.			Performance Evaluation of Automatically Generated BIM from Laser Scanner Data for Sustainability Analyses	DEFINING THE FUTURE OF SUSTAINABILITY AND RESILIENCE IN DESIGN, ENGINEERING AND CONSTRUCTION	Procedia Engineering				Defining the Future of Sustainability and Resilience in Design, Engineering and Construction	MAY 10-13, 2015	Chicago, CA	ASCE, ICSDEC																						1877-7058						2015	118						918	925		10.1016/j.proeng.2015.08.531								WOS:000380430700106						
C	Cheng, HM; Yang, WB; Yen, YN		Yen, YN; Weng, KH; Cheng, HM		Cheng, Hung-Ming; Yang, Wun-Bin; Yen, Ya-Ning			BIM applied in historical building documentation and refurbishing	25TH INTERNATIONAL CIPA SYMPOSIUM 2015	International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences				25th International CIPA Symposium	AUG 31-SEP 04, 2015	Taipei, TAIWAN																							2194-9034						2015	40-5	W7					85	90		10.5194/isprsarchives-XL-5-W7-85-2015								WOS:000380437800013						
C	Logothetis, S; Delinasiou, A; Stylianidis, E		Yen, YN; Weng, KH; Cheng, HM		Logothetis, S.; Delinasiou, A.; Stylianidis, E.			BUILDING INFORMATION MODELLING FOR CULTURAL HERITAGE: A REVIEW	25TH INTERNATIONAL CIPA SYMPOSIUM 2015	ISPRS Annals of the Photogrammetry Remote Sensing and Spatial Information Sciences				25th International CIPA Symposium 2015	AUG 31-SEP 04, 2015	Taipei, TAIWAN																							2194-9042	2194-9050					2015							177	183		10.5194/isprsannals-II-5-W3-177-2015								WOS:000380620800026						
J	Volk, R; Stengel, J; Schultmann, F				Volk, Rebekka; Stengel, Julian; Schultmann, Frank			Building Information Modeling (BIM) for existing buildings - literature review and future needs	AUTOMATION IN CONSTRUCTION																	Volk, Rebekka D/R-6755-2017; Bagga, Ankit/AAG-8019-2021; Schultmann, Frank/AAF-6300-2020; Jeong, Yongwook/N-7413-2016	Volk, Rebekka D/0000-0001-9930-5354; Schultmann, Frank/0000-0001-6405-9763; 												0926-5805	1872-7891				MAR	2014	38						109	127		10.1016/j.autcon.2013.10.023								WOS:000333380600010						
J	Xiong, XH; Adan, A; Akinci, B; Huber, D				Xiong, Xuehan; Adan, Antonio; Akinci, Burcu; Huber, Daniel			Automatic creation of semantically rich 3D building models from laser scanner data	AUTOMATION IN CONSTRUCTION																	Adán, Antonio/A-1153-2012	Adán, Antonio/0000-0002-0370-9651												0926-5805	1872-7891				MAY	2013	31						325	337		10.1016/j.autcon.2012.10.006								WOS:000315933100031						
J	Murphy, M; McGovern, E; Pavia, S				Murphy, Maurice; McGovern, Eugene; Pavia, Sara			Historic Building Information Modelling - Adding intelligence to laser and image based surveys of European classical architecture	ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING																	MA, Lei/I-4597-2014	Pavia, Sara/0000-0003-4506-8386												0924-2716	1872-8235				FEB	2013	76				SI		89	102		10.1016/j.isprsjprs.2012.11.006								WOS:000315548700010						
J	Atamturktur, S; Laman, JA				Atamturktur, Sezer; Laman, Jeffrey A.			Finite element model correlation and calibration of historic masonry monuments: review	STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS																														1541-7794	1541-7808				FEB	2012	21	2					96	113		10.1002/tal.577								WOS:000299554000002						
J	Azhar, S; Carlton, WA; Olsen, D; Ahmad, I				Azhar, Salman; Carlton, Wade A.; Olsen, Darren; Ahmad, Irtishad			Building information modeling for sustainable design and LEED (R) rating analysis	AUTOMATION IN CONSTRUCTION																	Bagga, Ankit/AAG-8019-2021; Ahmad, Irtishad/AAJ-2974-2021; Azhar, Salman/J-6438-2014	Ahmad, Irtishad/0000-0001-5085-8898; 												0926-5805	1872-7891				MAR	2011	20	2			SI		217	224		10.1016/j.autcon.2010.09.019								WOS:000288294100014						
J	Roca, P; Cervera, M; Gariup, G; Pela', L				Roca, Pere; Cervera, Miguel; Gariup, Giuseppe; Pela', Luca			Structural Analysis of Masonry Historical Constructions. Classical and Advanced Approaches	ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING																	Roca, Pere/F-5943-2015; Cervera, Miguel/I-4686-2014; Pelà, Luca/H-9938-2012	Roca, Pere/0000-0001-5400-5817; Cervera, Miguel/0000-0003-3437-6703; Pelà, Luca/0000-0001-7760-8290												1134-3060	1886-1784				SEP	2010	17	3					299	325		10.1007/s11831-010-9046-1								WOS:000280807600003						
